Item_no,Description,BRANCH,QUANTITY_IN_PCS, UNIT_PRICE , AMOUNT ,MONTH
ITM08274,TIBINA 20MG TABS 30`S,MAKINDU,30,29.97,899,JANUARY
ITM09164,LEVEGET 250MG TABS 10'S,MAKINDU,30,30,900,JUNE
ITM00494,ASCORIL 200ML,MAKINDU,34,416,"14,144.00",MARCH
ITM04458,NEXIKEN KIT 7s,MAKINDU,35,372,"13,020.00",FEBRUARY
ITM06201,VAGICLIN PLUS PESS 7s,MAKINDU,35,142.86,"5,000.00",APRIL
ITM03419,ITRACONAZOLE CAPS 4S (ITRANOX)100MG,MAKINDU,40,90,"3,600.00",MAY
ITM02581,FEBO G TABS 80MG 20s,MAKINDU,40,158.85,"6,354.00",JANUARY
ITM00664,BACTIGRAS 100MM*100MM  10S,MAKINDU,40,215.28,"8,611.26",JUNE
ITM09167,GETRYL 3MG TABS 20'S,MAKINDU,40,52.15,"2,086.00",JUNE
ITM07448,ZYRTAL MR PLUS 20`S,MAKINDU,40,63.55,"2,542.00",JANUARY
ITM01469,CLAVULIN 1GM 14S,MAKINDU,42,140.21,"5,889.00",MAY
ITM05839,TASMI TABS 80MG 14S,MAKINDU,42,94.36,"3,963.00",FEBRUARY
ITM04467,NEXIUM 20MG 14S,MAKINDU,42,71.36,"2,997.00",APRIL
ITM06332,VITAMIN K INJ 2MG  PAED 5S,MAKINDU,45,114,"5,130.00",JUNE
ITM05785,SUTURES POLYGLACTIN RB 1,MAKINDU,48,106.79,"5,125.75",FEBRUARY
ITM03414,ITACARE 100MG 10s,MAKINDU,50,119.5,"5,975.00",JUNE
ITM02314,EMITOSS TABS 4MG 10S,MAKINDU,50,30,"1,500.00",FEBRUARY
ITM05295,RASEC MR TABS 10S,MAKINDU,50,66,"3,300.00",JUNE
ITM03705,LEVOFLOXACIN(UTIVANIC)750MG 10S,MAKINDU,50,82.5,"4,125.00",FEBRUARY
ITM01147,CEFLOREX CAPS 400MG 5S,MAKINDU,50,318,"15,900.00",JANUARY
ITM00340,AMOXICLAV (CLAXY) 1 2MG INJ 1S,MAKINDU,50,139.42,"6,971.02",APRIL
ITM08835,LAXICO FIBRE 15G SACHET 10`S (SUGAR FREE ORANGE FLAVOUR),MAKINDU,50,92.26,"4,613.18",MARCH
ITM03704,LEVOFLOXACIN(UTIVANIC)500MG 10S,MAKINDU,50,71.5,"3,575.00",MAY
ITM01236,CELEBREX 200MG CAPS  10S,MAKINDU,50,116.9,"5,845.00",MAY
ITM05308,REJOIN TABS 10S,MAKINDU,50,69.6,"3,480.00",JULY
ITM07060,FALCIDIN TABLETS 3`S,MAKINDU,51,19.48,993.37,JANUARY
ITM01802,CRESTOR TABS 10MG 28S,MAKINDU,56,101.75,"5,698.00",JUNE
ITM02928,GABICA CAPS 300MG 14s,MAKINDU,56,133.07,"7,452.00",FEBRUARY
ITM00801,BIOCOF SYP 60ML,MAKINDU,57,41.01,"2,337.34",MAY
ITM03173,HEMOVIT CAPS 30s,MAKINDU,60,6,360,JUNE
ITM06581,ZYRTAL OD TABS 200MG 20s,MAKINDU,60,38.2,"2,292.00",JUNE
ITM08915,MISFAJOIN TABS 30`S,MAKINDU,60,41.01,"2,460.36",JUNE
ITM06582,ZYRTAL PLUS TABS 20S,MAKINDU,60,36.55,"2,193.00",JUNE
ITM03749,LIPITOR 20MG 30s,MAKINDU,60,132.73,"7,964.00",MARCH
ITM00502,ASOMEX D 5MG TABS 30S,MAKINDU,60,72.8,"4,368.00",FEBRUARY
ITM05419,ROXICLOT 10 TABS 30S,MAKINDU,60,39.3,"2,357.85",JUNE
ITM09120,VERTEASE 8MG 30'S,MAKINDU,60,9.4,563.83,APRIL
ITM09034,NERVIJEN CAPSULES 30'S,MAKINDU,60,38.44,"2,306.59",MARCH
ITM00503,ASOMEX LT TABS 60s,MAKINDU,60,52.15,"3,129.00",FEBRUARY
ITM07135,ENZOKAP 15MG TABS 20`S,MAKINDU,60,30,"1,800.00",MARCH
ITM08933,GUTSPERT CAPSULES 30`S,MAKINDU,60,108.87,"6,532.00",JULY
ITM09124,ROSANOVA TABLETS 5MG 30'S,MAKINDU,60,13.2,792,FEBRUARY
ITM02920,GABICA 100MG 35S,MAKINDU,70,73.26,"5,128.00",MAY
ITM09076,ZOKIT 7'S,MAKINDU,70,105,"7,350.00",FEBRUARY
ITM05713,SUBSYDE CR 10`S,MAKINDU,70,9.5,665,MAY
ITM09105,AMOXICLAV 625MG (CYTOCLAV TABS 10`S),MAKINDU,70,52,"3,640.00",JULY
ITM06356,VOMISTOP 2*10,MAKINDU,80,15.63,"1,250.68",JULY
ITM06456,ZALAC SP TABS 28S,MAKINDU,84,25.45,"2,137.44",APRIL
ITM06127,TWYNSTA TABS 80+5MG 28S,MAKINDU,84,189.79,"15,942.00",JULY
ITM08931,DIATHRO TABLETS 30`S,MAKINDU,90,50.67,"4,560.00",JUNE
ITM00675,BAROLE TABS 30S(RABEPRAZOLE),MAKINDU,90,42,"3,780.00",JUNE
ITM02926,GABICA CAPS 150MG 35s,MAKINDU,90,93.83,"8,444.57",MAY
ITM03399,IROVEL H 30s,MAKINDU,90,76.67,"6,900.00",FEBRUARY
ITM05865,TELMICOS 40-H TABS 30s,MAKINDU,90,33.33,"3,000.00",JUNE
ITM03330,IDEOS CHEWABLE TABS 30s,MAKINDU,90,49.17,"4,425.00",APRIL
ITM09253,OSAM D TABS 830MG+400IU 30`S,MAKINDU,90,25.87,"2,328.00",APRIL
ITM02487,ESOSE HP KIT 7S,MAKINDU,91,527.43,"47,996.00",JULY
ITM09334,"VOMIKIND 4MG/2ML INJ. 4S	",MAKINDU,92,159,"14,628.00",APRIL
ITM04178,MONTANA 5MG 14S,MAKINDU,98,56.93,"5,579.00",MAY
ITM08791,ALLNYT TABLETS 20`S,MAKINDU,100,2.56,256.29,JULY
ITM09437,"H PYLORI KIT(ESOVIT) 7`S	",MAKINDU,105,166.95,"17,530.06",JUNE
ITM04421,NERVIDOC CAPS 30S,MAKINDU,110,46.67,"5,133.33",MAY
ITM03871,LYRICA 150MG 28s,MAKINDU,112,143.14,"16,032.00",APRIL
ITM06577,ZYLORIC TABS 300MG-28s,MAKINDU,112,93.14,"10,432.00",JUNE
ITM00583,AVODART CAPS 0.5MG 30S,MAKINDU,120,90.73,"10,888.00",JANUARY
ITM02633,FERTILION M CAPS 30s,MAKINDU,120,58.97,"7,076.00",JUNE
ITM02489,ESOSE TABS 20MG 10S,MAKINDU,130,32.3,"4,199.00",APRIL
ITM03737,LIPECOS 5MG 28s,MAKINDU,140,27.71,"3,880.00",JANUARY
ITM06371,WELLKID IMMUNE CHEWABLE TABS 30S,MAKINDU,140,55.11,"7,715.40",MARCH
ITM07754,EMPASITA TABS  10/50GM 28`S,MAKINDU,140,131.54,"18,415.00",JUNE
ITM07122,INOSITA PLUS 50/500MG TABS 28`s,MAKINDU,140,60,"8,400.00",FEBRUARY
ITM09110,ESOMEPRAZOLE TABS 40MG (ESONEX) 28'S,MAKINDU,140,32.22,"4,510.66",FEBRUARY
ITM07200,COEMPAKEN 5/500MG 28`S,MAKINDU,140,77.71,"10,880.00",JUNE
ITM06493,ZESTORETIC TABS 20MG 28s,MAKINDU,140,97.32,"13,625.00",JANUARY
ITM05800,SYNAGAB 100MG 14`S (PREGABALIN),MAKINDU,140,40.93,"5,730.00",FEBRUARY
ITM09111,ESOMEPRAZOLE TABS 20MG (ESONEX) 28'S,MAKINDU,140,21.24,"2,972.93",MARCH
ITM06099,TRITACE  TABS 5MG 28s,MAKINDU,140,132.5,"18,550.00",MAY
ITM07244,MICARTEL C 80 - 28`S,MAKINDU,140,92.5,"12,950.00",JANUARY
ITM09521,"EMPIGET-M 12.5MG+500MG TABS 28`S	",MAKINDU,140,96.04,"13,445.00",JULY
ITM01089,CATIS FORTE TABS 30s,MAKINDU,150,41.01,"6,150.90",MAY
ITM04554,NORVASC 5MG 30S,MAKINDU,150,85.33,"12,800.00",FEBRUARY
ITM04553,NORVASC 10MG 30S,MAKINDU,150,142.47,"21,370.00",FEBRUARY
ITM05438,SAFECAL TABS 30S,MAKINDU,150,24.6,"3,690.00",APRIL
ITM00575,AVALIFE ADVANCE RESCUE CAPS 30S,MAKINDU,150,47.2,"7,080.00",APRIL
ITM08744,NEUTRAFLUX TABLETS 30`S,MAKINDU,150,11.67,"1,750.00",APRIL
ITM08595,GLITAMET 50/500 TABS 30`S,MAKINDU,150,46.67,"7,000.00",MAY
ITM03802,LOLIP 10MG TABS 30S,MAKINDU,150,7.18,"1,076.41",JANUARY
ITM08068,DAPAPRIDE 5MG TABS 30`S,MAKINDU,150,56.87,"8,530.00",JULY
ITM08189,FERTILION-F PLUS TABS 30`S,MAKINDU,150,69.37,"10,405.27",FEBRUARY
ITM04573,NUCET TABS 5MG+60MG 30s,MAKINDU,150,12.53,"1,880.00",MARCH
ITM06515,ZINCOFER CAPS 30S,MAKINDU,150,13.8,"2,070.00",MAY
ITM07522,ONASERON ODT 4MG 30`S (ONDANSETRON),MAKINDU,150,16.67,"2,500.00",APRIL
ITM08265,TIBINA 10MG TABS 30`S,MAKINDU,150,21.67,"3,250.00",JANUARY
ITM04469,NEXIUM 40MG 14s,MAKINDU,168,73.15,"12,289.50",APRIL
ITM07975,GABICA 50MG 35`S,MAKINDU,196,53.51,"10,488.80",JULY
ITM02836,FOPYN TABS 20s,MAKINDU,230,17.94,"4,126.23",JULY
ITM02032,DIAPHAGE 850MG TABS 30S,MAKINDU,240,4.72,"1,131.77",JULY
ITM05567,SEVEN SEAS ONE A DAY 60s,MAKINDU,240,29.62,"7,108.00",MARCH
ITM04145,MISOCLEAR TABS,MAKINDU,251,722.73,"181,405.42",APRIL
ITM01633,COLLACARE FORTE TABS 30S,MAKINDU,260,55.6,"14,456.00",JUNE
ITM05440,SAFERON PLUS TABS 30S,MAKINDU,270,29.8,"8,046.00",MAY
ITM06047,TRICAL TABS 15S,MAKINDU,300,25.6,"7,680.00",JULY
ITM02887,FUNGISIL 250MG TABS 10`S (TERBINAFINE),MAKINDU,300,96,"28,800.00",MARCH
ITM04174,MONTAIR 10MG TABS 14S,MAKINDU,308,28.21,"8,690.00",JANUARY
ITM02666,FIZZIMOL 500MG TABS 16S,MAKINDU,320,16.02,"5,125.75",MAY
ITM07199,COEMPAKEN 5/1000MG 28`S,MAKINDU,420,87.46,"36,735.00",JUNE
ITM09046,DICLODENK INJ. 75MG/3ML 10'S,MAKINDU,500,117.4,"58,700.00",JUNE
ITM08156,CO-AMOXICLAV WINCLAV 625MG TABS 10`S,MAKINDU,560,19.18,"10,742.76",JULY
ITM09844,FLUCOXACILLIN (VABIOTIC) 500MG CAPS 30`S,MAKINDU,600,9.91,"5,945.87",JUNE
ITM07438,GIRO TABLETS 100`S(ORNIDAZOLE),MAKINDU,700,6.87,"4,807.95",JULY
ITM09843,VITAGAB 150MG CAPSULES 30`S,MAKINDU,820,16.23,"13,309.86",JULY
ITM03155,HEDEX TABS 100s,MAKINDU,1500,3.2,"4,795.88",FEBRUARY
ITM01318,CETRIZINE RHIZIN TABS 100s,MAKINDU,1700,1.32,"2,248.15",JANUARY
ITM02381,EPANUTIN CAPS 100MG 84S,MAKINDU,2100,39.33,"82,600.00",JULY
ITM01434,CLAMOXIN 1GM 10S,MAKINDU,2200,10.9,"23,980.00",APRIL
ITM02334,ENARIL 5MG 100S BEXIMCO,MAKINDU,4000,4.46,"17,837.61",FEBRUARY
ITM00825,BISACODYL 5MG TABS GENERIC 28`S,MAKINDU,4956,0.7,"3,447.57",FEBRUARY
ITM04731,OPTIVE PLUS EYE DROP 10ML,KARATINA,1,"1,454.00","1,454.00",FEBRUARY
ITM01183,CEFTRIAXONE INJ 1GM CEFTRIMED,KARATINA,5,41.01,205.03,MARCH
ITM02200,DUOLAC SYP 200ML,KARATINA,1,480,480,JUNE
ITM08771,PHARMAZINC EYE DROPS 10ML (ZINC SULPHATE EYE DROPS),KARATINA,1,211.18,211.18,JUNE
ITM02760,FLUCONAZOLE FLUGAL SUSP,KARATINA,2,271.66,543.33,MAY
ITM03894,MAALOX PLUS SUSPENSION 250ML,KARATINA,2,"1,052.00","2,104.00",JUNE
ITM01507,CLOBEDERM LOTION 20MLS,KARATINA,2,132,264,JULY
ITM01664,COOL DOUBLE ACTION 200ML,KARATINA,2,56.38,112.77,MARCH
ITM02698,FLEXCAL-D SUSP 200ML,KARATINA,3,461.32,"1,383.95",JANUARY
ITM01470,CLAVULIN 228/5ML SYRUP,KARATINA,3,808,"2,424.00",JULY
ITM05001,PHENOBARBITONE INJ 200MG/ML AMP,KARATINA,3,220,660,APRIL
ITM00808,BIOGAIA BABY DROPS 5ML,KARATINA,3,"1,880.00","5,640.00",JANUARY
ITM05714,SUBSYDE GEL,KARATINA,4,287.04,"1,148.17",FEBRUARY
ITM03542,KLENZIT C GEL 15GM,KARATINA,4,"1,026.00","4,104.00",JUNE
ITM01471,CLAVULIN 457MG/5ML SUSP,KARATINA,4,"1,123.00","4,492.00",APRIL
ITM01335,CETRIZNE ZYNCET SYRUP 60ML,KARATINA,4,235.78,943.14,APRIL
ITM07771,MAGNESIUM SULPHATE 50% INJ AMP,KARATINA,4,97.39,389.56,JUNE
ITM01447,CLARIE DS 125MG/5ML 50ML,KARATINA,5,735,"3,675.00",MARCH
ITM09233,TOBI-FM EYE DROPS 5ML,KARATINA,5,258,"1,290.00",APRIL
ITM01303,CETRIZINE CACHET SYP 60ML,KARATINA,5,28.7,143.52,FEBRUARY
ITM04919,PCM ELYMOL 100ML,KARATINA,5,30.24,151.21,JANUARY
ITM05099,PRED FORTE EYE DROP 5ML,KARATINA,5,796.78,"3,983.90",MAY
ITM07943,C-CLAV DRY SYRUP 60ML (CEFIXIME & CLAVULANATE),KARATINA,5,650,"3,250.00",APRIL
ITM02756,FLUCONAZOLE CRIPTOCAN SUSP 35ML,KARATINA,6,300,"1,800.00",MARCH
ITM08058,G DERM CREAM 20GM,KARATINA,6,190,"1,140.00",MARCH
ITM09293,TOBI-D EYE DROPS,KARATINA,8,186,"1,488.00",MAY
ITM06032,TRESDERM CREAM 30G,KARATINA,8,97.39,779.11,APRIL
ITM05353,RHINATHIOL PROMETHAZINE 125ML,KARATINA,8,640.72,"5,125.75",MAY
ITM06496,ZEVAC SYP 60ML,KARATINA,9,250,"2,250.00",MARCH
ITM07516,PHENOBARBITONE INJ 60MG AMP,KARATINA,10,133.27,"1,332.70",FEBRUARY
ITM07448,ZYRTAL MR PLUS 20`S,KARATINA,10,63.55,635.5,JANUARY
ITM01083,CATAFLAM 50MG 100S,KARATINA,10,60.58,605.8,JUNE
ITM05850,TEGRETOL CR 400MG 30S,KARATINA,10,47.57,475.67,MAY
ITM00667,BACTOCLAV TAB 375MG 20s,KARATINA,10,12.05,120.46,APRIL
ITM04156,MODURETIC TABS 100`S,KARATINA,10,23.07,230.66,JANUARY
ITM02108,DIPROFOS INJ 2M L(ORIGINAL),KARATINA,11,"1,300.00","14,300.00",MAY
ITM06572,ZYCLAVE 228 MG 70 MLS,KARATINA,11,183.5,"2,018.52",JUNE
ITM00854,BONNY KID SYRUP 120ML,KARATINA,13,199.9,"2,598.76",MARCH
ITM01089,CATIS FORTE TABS 30s,KARATINA,15,41.01,615.09,MAY
ITM01051,CARTIFLEX FORTE 30S,KARATINA,15,53.63,804.5,JUNE
ITM00800,BIOCOF SYP 100ML,KARATINA,18,50.75,913.5,MAY
ITM09394,ALCOSED SYP 100ML,KARATINA,20,51.26,"1,025.15",FEBRUARY
ITM03868,LYDIA POST PILLS,KARATINA,20,35.88,717.61,MAY
ITM03398,IROVEL 300MG 30S,KARATINA,20,103.33,"2,066.67",FEBRUARY
ITM00923,BUSCOPAN 10MG  50S ORIGINAL,KARATINA,20,35.2,704,FEBRUARY
ITM04469,NEXIUM 40MG 14s,KARATINA,21,73.15,"1,536.19",FEBRUARY
ITM05061,POLYGYNAX 12S,KARATINA,24,111.17,"2,668.00",JANUARY
ITM03871,LYRICA 150MG 28s,KARATINA,28,143.14,"4,008.00",APRIL
ITM05629,SOLO 5MG 14S,KARATINA,28,24.86,696,MAY
ITM05295,RASEC MR TABS 10S,KARATINA,30,66,"1,980.00",JUNE
ITM00575,AVALIFE ADVANCE RESCUE CAPS 30S,KARATINA,30,47.2,"1,416.00",APRIL
ITM05416,ROVISTA TABS 5MG 30S,KARATINA,30,32.2,966,MAY
ITM05643,SOMPRAZ IT CAPS 30S,KARATINA,30,70,"2,100.00",FEBRUARY
ITM06132,UBINEXT-LC TABS 10S,KARATINA,30,51.4,"1,542.00",JUNE
ITM00140,AERIUS TABS 30s,KARATINA,30,106.4,"3,192.00",MARCH
ITM03635,LECET-M TABS 30S(LEVOCETRIZINE MONTELUKAST),KARATINA,30,43.33,"1,300.00",JANUARY
ITM02925,GABICA 75MG CAPS 35S,KARATINA,35,59.8,"2,093.00",FEBRUARY
ITM07067,CLAMOXIN 228.5 SUSP,KARATINA,40,229,"9,160.00",MAY
ITM07399,MELOXICUM UXIM 15MG 50`S,KARATINA,40,5.43,217.33,JANUARY
ITM09175,VITOC D SOFTGEL CAPS 8'S,KARATINA,40,56.25,"2,250.00",MARCH
ITM00801,BIOCOF SYP 60ML,KARATINA,41,41.01,"1,681.25",MARCH
ITM08803,SOLO 4MG SACHETS 14`S,KARATINA,42,49.71,"2,088.00",MAY
ITM04177,MONTANA 10MG 14S,KARATINA,42,68.21,"2,865.00",MAY
ITM04366,NEBILET 5MG 28S,KARATINA,42,93.07,"3,909.00",JUNE
ITM04467,NEXIUM 20MG 14S,KARATINA,49,71.36,"3,496.50",APRIL
ITM02887,FUNGISIL 250MG TABS 10`S (TERBINAFINE),KARATINA,50,96,"4,800.00",MARCH
ITM02377,ENTEROGERMINA VIALS 5ML 10s,KARATINA,50,93.8,"4,690.06",JUNE
ITM02536,CEFUROXIME EXIME 500MG TABS 10S,KARATINA,50,30.65,"1,532.60",MARCH
ITM03737,LIPECOS 5MG 28s,KARATINA,56,27.71,"1,552.00",JANUARY
ITM09191,ATENOL 50MG TABS 28`S,KARATINA,56,4.94,276.79,JUNE
ITM06356,VOMISTOP 2*10,KARATINA,60,15.63,938.01,JANUARY
ITM03802,LOLIP 10MG TABS 30S,KARATINA,60,7.18,430.56,JANUARY
ITM05052,PLUS MULTIVITAMIN CAPS 30`S,KARATINA,60,29.3,"1,758.00",JUNE
ITM02936,GALVUSMET 50/1000MG 30S,KARATINA,60,120.3,"7,218.00",FEBRUARY
ITM04653,OLIGOCARE FORTE 20S,KARATINA,60,37.83,"2,269.68",MAY
ITM02644,FEXET 120MG TABS 20S,KARATINA,60,43.7,"2,622.00",JANUARY
ITM00664,BACTIGRAS 100MM*100MM  10S,KARATINA,70,215.28,"15,069.71",MAY
ITM04178,MONTANA 5MG 14S,KARATINA,70,56.93,"3,985.00",MAY
ITM02171,DOXAFIN 5MG TABS 20s,KARATINA,70,17.5,"1,225.00",MARCH
ITM07478,ACTILIFE H. PYLORI DEFENSE CAPSULES 15`S,KARATINA,75,66.53,"4,990.00",JUNE
ITM08125,SALOREX TABS 100`S,KARATINA,90,6.66,599.71,MAY
ITM01868,D`ACNE 20MG CAPS 30S,KARATINA,90,120.2,"10,818.00",JULY
ITM05743,SUPRACAL TABS 30s,KARATINA,90,52.15,"4,693.62",MAY
ITM01355,CHLORAMPHENICOL INJ,KARATINA,100,60.48,"6,048.39",JANUARY
ITM02154,DOMADOL PLUS TABS 100s,KARATINA,100,15.38,"1,537.73",JULY
ITM00250,ALZOLAM 0 25MG 100S,KARATINA,100,28,"2,800.00",JANUARY
ITM03749,LIPITOR 20MG 30s,KARATINA,120,132.73,"15,928.00",MARCH
ITM04438,NEUROCARE D  30S,KARATINA,150,59.33,"8,900.00",FEBRUARY
ITM08031,COROLOR 90MG TABS 30`S,KARATINA,150,49.5,"7,425.00",FEBRUARY
ITM01052,CARTIFLEX TABS 30S,KARATINA,180,55,"9,900.00",JUNE
ITM01235,CELCOXX CAPS 200MG 50S,KARATINA,250,55.8,"13,950.00",FEBRUARY
ITM05853,TEGRETOL TABS 200MG 50s,KARATINA,250,12.51,"3,126.71",JUNE
ITM04146,MISO-KARE 3*4,KARATINA,384,29.58,"11,360.00",JANUARY
ITM02061,DICLOFENAC TABS 50MG (ROKON) 100s,KARATINA,500,0.5,251.16,APRIL
ITM05567,SEVEN SEAS ONE A DAY 60s,KARATINA,600,29.62,"17,770.00",MARCH
ITM08156,CO-AMOXICLAV WINCLAV 625MG TABS 10`S,KARATINA,2050,19.18,"39,326.18",JULY
ITM01318,CETRIZINE RHIZIN TABS 100s,KARATINA,3680,1.32,"4,866.59",JANUARY
ITM05559,SEVEN SEA 100ML,KARATINA,0,317.8,  -   ,   
ITM02756,FLUCONAZOLE CRIPTOCAN SUSP 35ML,ELDORET,1,300,300,MAY
ITM05538,SENSODYNE RAPID ACTION 75ML,ELDORET,1,563.83,563.83,MARCH
ITM00495,ASCORIL D 100ML,ELDORET,3,379,"1,137.00",JULY
ITM00058,ACNE AID SOAP,ELDORET,4,960.57,"3,842.26",APRIL
ITM04725,OPTIMAL EYE DROPS 15ML,ELDORET,4,150,600,MAY
ITM00268,AMINOGURD LIQUID 200ML,ELDORET,5,900,"4,500.00",JULY
ITM03176,HEMSAMIC 500MG INJ,ELDORET,6,190,"1,140.00",FEBRUARY
ITM00981,CANDID TV SUSP 60ML,ELDORET,7,419,"2,933.00",MAY
ITM06567,Z-VIT DROPS  15ML,ELDORET,7,270,"1,890.00",MARCH
ITM01708,COSVATE CREAM  15GM,ELDORET,8,231.68,"1,853.47",JANUARY
ITM06496,ZEVAC SYP 60ML,ELDORET,10,250,"2,500.00",MARCH
ITM01507,CLOBEDERM LOTION 20MLS,ELDORET,13,132,"1,716.00",AUGUST
ITM02207,DURA-TEARS EYE OINT 3.5GM ,ELDORET,13,490,"6,370.00",JUNE
ITM07436,SOLUCOF MUCOLYTIC 100ML,ELDORET,14,126.09,"1,765.31",FEBRUARY
ITM03393,IRON SUCROSE HEMOFER 5ML 5`S,ELDORET,15,492.07,"7,381.08",MAY
ITM04251,MUCOSOLVAN SYP 100ML,ELDORET,19,605,"11,495.00",MAY
ITM05714,SUBSYDE GEL,ELDORET,20,287.04,"5,740.84",FEBRUARY
ITM06109,TUSICOF CHESTY SYP 100ML,ELDORET,20,102.52,"2,050.30",FEBRUARY
ITM04013,MENTHODEX SYRUP 200ML,ELDORET,20,480,"9,600.00",MARCH
ITM08842,GI KIT 7`S,ELDORET,21,425.57,"8,937.00",MAY
ITM06032,TRESDERM CREAM 30G,ELDORET,23,97.39,"2,239.95",JANUARY
ITM03414,ITACARE 100MG 10s,ELDORET,30,119.5,"3,585.00",JANUARY
ITM02633,FERTILION M CAPS 30s,ELDORET,30,58.97,"1,769.00",JUNE
ITM01709,COSVATE G CREAM 15GM,ELDORET,34,248,"8,432.00",JANUARY
ITM05979,CPM TORAMIN 60ML,ELDORET,35,26.65,932.89,FEBRUARY
ITM00129,ADOVAS SYP 100ML HERBAL,ELDORET,39,248.68,"9,698.33",JULY
ITM08189,FERTILION-F PLUS TABS 30`S,ELDORET,60,69.37,"4,162.11",FEBRUARY
ITM00373,AMTEL TABS 80/5MG 30s,ELDORET,60,69.87,"4,192.00",APRIL
ITM03807,LONART SUSP 60ML,ELDORET,61,137,"8,357.00",JUNE
ITM00664,BACTIGRAS 100MM*100MM  10S,ELDORET,80,215.28,"17,222.52",JUNE
ITM03419,ITRACONAZOLE CAPS 4S (ITRANOX)100MG,ELDORET,80,90,"7,200.00",MAY
ITM04177,MONTANA 10MG 14S,ELDORET,84,68.21,"5,730.00",JANUARY
ITM01655,CONTIFLO OD 0 4MG 10S,ELDORET,100,79.5,"7,950.00",JANUARY
ITM01355,CHLORAMPHENICOL INJ,ELDORET,106,60.48,"6,411.29",JANUARY
ITM05685,STERAMINE 30S TABLETS,ELDORET,120,7.41,889.14,MAY
ITM02487,ESOSE HP KIT 7S,ELDORET,126,527.43,"66,456.00",JULY
ITM04178,MONTANA 5MG 14S,ELDORET,140,56.93,"7,970.00",MAY
ITM03045,GLUCOWELL TABS 50MG 28`S,ELDORET,140,60.04,"8,405.00",FEBRUARY
ITM04796,OVACARE FORTE 20S,ELDORET,180,49.46,"8,903.43",MAY
ITM06581,ZYRTAL OD TABS 200MG 20s,ELDORET,200,38.2,"7,640.00",JUNE
ITM04325,MZ - CAL PLUS TABS 30S,ELDORET,210,15,"3,150.00",JUNE
ITM05983,TORSINEX 20MG TABS 30s,ELDORET,210,42,"8,820.00",APRIL
ITM02697,FLEXCAL-D  30S,ELDORET,300,18.11,"5,433.29",APRIL
ITM07060,FALCIDIN TABLETS 3`S,ELDORET,324,19.48,"6,310.82",JUNE
ITM08125,SALOREX TABS 100`S,ELDORET,400,6.66,"2,665.39",MAY
ITM09009,ACTM LONART TABS 12`S,ELDORET,540,6.75,"3,644.41",JULY
ITM05098,PRAZITEL TABS 600MG 100s,ELDORET,580,17.47,"10,132.60",MARCH
ITM00808,BIOGAIA BABY DROPS 5ML,BUNGOMA,3,"1,880.00","5,640.00",JUNE
ITM07085,RABEPRAZOLE (BAROLE) 20MG INJ,BUNGOMA,3,480,"1,440.00",JUNE
ITM01848,CYCLOGYL 1% DROPS 15ML,BUNGOMA,3,553.58,"1,660.74",APRIL
ITM00805,BIOFREEZ ROLL-ON,BUNGOMA,4,405,"1,620.00",MAY
ITM00268,AMINOGURD LIQUID 200ML,BUNGOMA,5,900,"4,500.00",JULY
ITM05475,SALOREX EXP 100ML,BUNGOMA,5,56.84,284.2,MAY
ITM06156,UNIBORAL SYP 60ML,BUNGOMA,5,279.13,"1,395.63",APRIL
ITM00854,BONNY KID SYRUP 120ML,BUNGOMA,7,199.9,"1,399.33",MARCH
ITM03894,MAALOX PLUS SUSPENSION 250ML,BUNGOMA,8,"1,052.00","8,416.00",JUNE
ITM00977,CANDID EAR DROPS 15ML,BUNGOMA,9,172,"1,548.00",JULY
ITM01471,CLAVULIN 457MG/5ML SUSP,BUNGOMA,10,"1,123.00","11,230.00",MAY
ITM03868,LYDIA POST PILLS,BUNGOMA,10,35.88,358.8,MAY
ITM07361,GAMOK INJ 1.2G (AMOXICLAV) 1`S,BUNGOMA,10,138.4,"1,383.95",JULY
ITM09345,OPTIVE GEL DROPS 10ML,BUNGOMA,10,"1,496.00","14,960.00",MAY
ITM03970,MEFNAC SUSP 60ML,BUNGOMA,10,112.77,"1,127.67",JUNE
ITM07215,KEFROX 125MG/5ML SUSP 60ML (CEFUROXIME),BUNGOMA,10,330,"3,300.00",MARCH
ITM02349,ENDOTRACHEAL TUBE 7 5MM(CUFFED),BUNGOMA,10,92.26,922.64,JUNE
ITM03167,HEMOFER INJECTION 5ML 2s,BUNGOMA,10,563.83,"5,638.33",MAY
ITM05471,SALIMIA LINIMENT 60ML,BUNGOMA,12,125,"1,500.00",JUNE
ITM06096,TRIPPLE PEN 3 INJ,BUNGOMA,13,30.75,399.81,JUNE
ITM02108,DIPROFOS INJ 2M L(ORIGINAL),BUNGOMA,16,"1,300.00","20,800.00",MAY
ITM06032,TRESDERM CREAM 30G,BUNGOMA,19,97.39,"1,850.40",APRIL
ITM03419,ITRACONAZOLE CAPS 4S (ITRANOX)100MG,BUNGOMA,20,90,"1,800.00",JUNE
ITM01470,CLAVULIN 228/5ML SYRUP,BUNGOMA,20,808,"16,160.00",JUNE
ITM02118,DIRACIP 100ML SYP,BUNGOMA,20,259.51,"5,190.20",JUNE
ITM02344,ENDOTRACHEAL TUBE 5 0MM(CUFFED),BUNGOMA,20,92.26,"1,845.27",JUNE
ITM05352,RHINATHIOL INFANT 125ML,BUNGOMA,20,579,"11,580.00",MAY
ITM08842,GI KIT 7`S,BUNGOMA,21,425.57,"8,937.00",MAY
